Source	Target	Weight
Elias Ymer	Diego Schwartzman	3.0
Elias Ymer	Thiemo de Bakker	1.0
Elias Ymer	Lukas Rosol	3.0
Elias Ymer	David Ferrer	2.0
Elias Ymer	Tommy Robredo	2.0
Vincent Millot	Adrian Mannarino	2.0
Vincent Millot	Vasek Pospisil	3.0
Vincent Millot	Tobias Kamke	2.0
Kevin Anderson	Simone Bolelli	2.0
Kevin Anderson	Jeremy Chardy	1.0
Kevin Anderson	John Isner	2.0
Kevin Anderson	Alexander Zverev	2.0
Kevin Anderson	Steve Johnson	3.0
Kevin Anderson	Donald Young	3.0
Kevin Anderson	Florian Mayer	1.0
Kevin Anderson	Guillermo Garcia-Lopez	2.0
Kevin Anderson	Sam Querrey	1.0
Kevin Anderson	Gilles Muller	2.0
Kevin Anderson	Federico Delbonis	1.0
Kevin Anderson	Andy Murray	5.0
Kevin Anderson	Stan Wawrinka	3.0
Kevin Anderson	Lukas Rosol	2.0
Kevin Anderson	Lleyton Hewitt	1.0
Kevin Anderson	Rafael Nadal	5.0
Kevin Anderson	Roger Federer	4.0
Kevin Anderson	Gilles Simon	1.0
Kevin Anderson	Lukasz Kubot	2.0
Kevin Anderson	Viktor Troicki	1.0
Kevin Anderson	Jiri Vesely	3.0
Kevin Anderson	Mikhail Kukushkin	1.0
Kevin Anderson	Andrey Rublev	1.0
Kevin Anderson	Lucas Pouille	1.0
Kevin Anderson	Novak Djokovic	3.0
Kevin Anderson	Yen-Hsun Lu	3.0
Kevin Anderson	Dominic Thiem	1.0
Kevin Anderson	Leonardo Mayer	1.0
Kevin Anderson	Kei Nishikori	4.0
Kevin Anderson	Jo-Wilfried Tsonga	2.0
Kevin Anderson	Jack Sock	2.0
Kevin Anderson	Diego Schwartzman	1.0
Guido Andreozzi	Pablo Cuevas	2.0
Mate Delic	Aljaz Bedene	2.0
Mate Delic	Ivan Dodig	2.0
Fabrice Martin	Andrey Golubev	2.0
Farrukh Dustov	Radek Stepanek	1.0
Filip Krajinovic	Grigor Dimitrov	4.0
Filip Krajinovic	Thanasi Kokkinakis	2.0
Filip Krajinovic	Nick Kyrgios	2.0
Filip Krajinovic	Nicolas Mahut	3.0
Filip Krajinovic	Gael Monfils	2.0
Filip Krajinovic	Igor Sijsling	2.0
Filip Krajinovic	Dusan Lajovic	1.0
Filip Krajinovic	David Ferrer	3.0
Filip Krajinovic	Steve Johnson	2.0
Filip Krajinovic	Sam Groth	3.0
Filip Krajinovic	David Goffin	3.0
Horacio Zeballos	Thomaz Bellucci	2.0
Horacio Zeballos	Albert Ramos-Vinolas	2.0
Horacio Zeballos	David Goffin	5.0
Adrian Mannarino	Steve Darcis	2.0
Adrian Mannarino	Pablo Andujar	2.0
Adrian Mannarino	Carlos Berlocq	1.0
Adrian Mannarino	Simone Bolelli	2.0
Adrian Mannarino	Ivo Karlovic	2.0
Adrian Mannarino	John Isner	4.0
Adrian Mannarino	Marcel Granollers	2.0
Adrian Mannarino	Andreas Seppi	2.0
Adrian Mannarino	Michael Berrer	1.0
Adrian Mannarino	David Goffin	2.0
Adrian Mannarino	Marin Cilic	2.0
Adrian Mannarino	Edouard Roger-Vasselin	1.0
Adrian Mannarino	Nicolas Mahut	4.0
Adrian Mannarino	Donald Young	2.0
Adrian Mannarino	Andy Murray	5.0
Adrian Mannarino	Tommy Haas	1.0
Adrian Mannarino	Rajeev Ram	2.0
Adrian Mannarino	Igor Sijsling	2.0
Adrian Mannarino	Jiri Vesely	2.0
Adrian Mannarino	Viktor Troicki	1.0
Adrian Mannarino	Jurgen Melzer	3.0
Adrian Mannarino	Marsel Ilhan	2.0
Adrian Mannarino	Lucas Pouille	1.0
Adrian Mannarino	Bernard Tomic	4.0
Adrian Mannarino	Feliciano Lopez	1.0
Adrian Mannarino	Yen-Hsun Lu	3.0
Adrian Mannarino	Dominic Thiem	4.0
Adrian Mannarino	Jack Sock	2.0
Adrian Mannarino	Go Soeda	2.0
Adrian Mannarino	Albert Ramos-Vinolas	1.0
Adrian Mannarino	Malek Jaziri	1.0
Jordan Thompson	Joao Sousa	3.0
Dusan Lajovic	Juan Monaco	2.0
Dusan Lajovic	Pablo Andujar	3.0
Dusan Lajovic	John Isner	2.0
Dusan Lajovic	Jeremy Chardy	2.0
Dusan Lajovic	Luca Vanni	2.0
Dusan Lajovic	Ivo Karlovic	4.0
Dusan Lajovic	Pablo Carreno Busta	1.0
Dusan Lajovic	Lukas Rosol	2.0
Dusan Lajovic	Sergiy Stakhovsky	3.0
Dusan Lajovic	David Goffin	2.0
Dusan Lajovic	Nicolas Jarry	1.0
Dusan Lajovic	Federico Delbonis	2.0
Dusan Lajovic	Stan Wawrinka	3.0
Dusan Lajovic	Tommy Haas	3.0
Dusan Lajovic	Robin Haase	2.0
Dusan Lajovic	Nicolas Almagro	2.0
Dusan Lajovic	Ivan Dodig	2.0
Dusan Lajovic	Filip Krajinovic	1.0
Dusan Lajovic	Fernando Verdasco	1.0
Dusan Lajovic	Feliciano Lopez	2.0
Dusan Lajovic	Novak Djokovic	2.0
Dusan Lajovic	Martin Klizan	2.0
Dusan Lajovic	Dominic Thiem	1.0
Dusan Lajovic	Jack Sock	1.0
Ante Pavic	Federico Delbonis	2.0
Ante Pavic	Malek Jaziri	2.0
Ryan Shane	Jeremy Chardy	3.0
Di Wu	Rafael Nadal	2.0
Di Wu	Marin Cilic	2.0
Di Wu	Hyeon Chung	2.0
Bernard Tomic	Tomas Berdych	5.0
Bernard Tomic	Pablo Cuevas	2.0
Bernard Tomic	Kei Nishikori	2.0
Bernard Tomic	Luca Vanni	3.0
Bernard Tomic	Tobias Kamke	1.0
Bernard Tomic	Philipp Kohlschreiber	1.0
Bernard Tomic	John-Patrick Smith	2.0
Bernard Tomic	Lukas Rosol	1.0
Bernard Tomic	David Ferrer	2.0
Bernard Tomic	Steve Johnson	5.0
Bernard Tomic	Andreas Haider-Maurer	2.0
Bernard Tomic	Damir Dzumhur	1.0
Bernard Tomic	Michael Berrer	1.0
Bernard Tomic	Gilles Muller	2.0
Bernard Tomic	Donald Young	4.0
Bernard Tomic	Stan Wawrinka	2.0
Bernard Tomic	Marcos Baghdatis	2.0
Bernard Tomic	Lleyton Hewitt	2.0
Bernard Tomic	Rafael Nadal	2.0
Bernard Tomic	Alexandr Dolgopolov	2.0
Bernard Tomic	Jan-Lennard Struff	2.0
Bernard Tomic	Igor Sijsling	1.0
Bernard Tomic	Adrian Menendez-Maceiras	1.0
Bernard Tomic	Viktor Troicki	3.0
Bernard Tomic	Richard Gasquet	4.0
Bernard Tomic	Adrian Mannarino	2.0
Bernard Tomic	Janko Tipsarevic	2.0
Bernard Tomic	Novak Djokovic	5.0
Bernard Tomic	Thanasi Kokkinakis	4.0
Bernard Tomic	Benjamin Becker	1.0
Bernard Tomic	Jo-Wilfried Tsonga	2.0
Fernando Verdasco	Juan Monaco	2.0
Fernando Verdasco	Grigor Dimitrov	2.0
Fernando Verdasco	James Ward	1.0
Fernando Verdasco	Teymuraz Gabashvili	1.0
Fernando Verdasco	Nick Kyrgios	2.0
Fernando Verdasco	Andrey Rublev	2.0
Fernando Verdasco	Alexander Zverev	1.0
Fernando Verdasco	David Ferrer	4.0
Fernando Verdasco	David Goffin	2.0
Fernando Verdasco	Guillermo Garcia-Lopez	3.0
Fernando Verdasco	Marin Cilic	1.0
Fernando Verdasco	Sam Querrey	2.0
Fernando Verdasco	Gilles Muller	2.0
Fernando Verdasco	Andy Murray	2.0
Fernando Verdasco	Marcos Baghdatis	2.0
Fernando Verdasco	Stan Wawrinka	3.0
Fernando Verdasco	Milos Raonic	3.0
Fernando Verdasco	Rafael Nadal	3.0
Fernando Verdasco	James Duckworth	1.0
Fernando Verdasco	Tommy Haas	2.0
Fernando Verdasco	Robin Haase	2.0
Fernando Verdasco	Roberto Bautista Agut	1.0
Fernando Verdasco	Nicolas Almagro	2.0
Fernando Verdasco	Dusan Lajovic	2.0
Fernando Verdasco	Bernard Tomic	2.0
Fernando Verdasco	Borna Coric	2.0
Fernando Verdasco	Feliciano Lopez	2.0
Fernando Verdasco	Novak Djokovic	3.0
Fernando Verdasco	Martin Klizan	2.0
Fernando Verdasco	Kei Nishikori	2.0
Fernando Verdasco	Jo-Wilfried Tsonga	1.0
Fernando Verdasco	Roger Federer	2.0
Fernando Verdasco	Jack Sock	2.0
Fernando Verdasco	Daniel Gimeno-Traver	1.0
Matteo Donati	Tomas Berdych	2.0
Matteo Donati	Santiago Giraldo	1.0
Tommy Haas	Fernando Verdasco	3.0
Tommy Haas	Andreas Seppi	2.0
Tommy Haas	Kevin Anderson	2.0
Tommy Haas	Jo-Wilfried Tsonga	2.0
Tommy Haas	Donald Young	2.0
Tommy Haas	Pablo Carreno Busta	2.0
Tommy Haas	Adrian Mannarino	2.0
Tommy Haas	Dusan Lajovic	1.0
Tommy Haas	Bernard Tomic	2.0
Calvin Hemery 	Dusan Lajovic	2.0
Yen-Hsun Lu	Juan Monaco	1.0
Yen-Hsun Lu	Vasek Pospisil	4.0
Yen-Hsun Lu	Ricardas Berankis	2.0
Yen-Hsun Lu	Alexandr Dolgopolov	2.0
Yen-Hsun Lu	David Goffin	2.0
Yen-Hsun Lu	Dominic Thiem	2.0
Yen-Hsun Lu	Andy Murray	2.0
Yen-Hsun Lu	Jack Sock	2.0
Yen-Hsun Lu	Roberto Bautista Agut	2.0
Yen-Hsun Lu	Kevin Anderson	3.0
Yen-Hsun Lu	Hyeon Chung	1.0
Yen-Hsun Lu	Kei Nishikori	2.0
Yen-Hsun Lu	Blaz Kavcic	1.0
Yen-Hsun Lu	Mikhail Kukushkin	2.0
Yen-Hsun Lu	Albert Ramos-Vinolas	2.0
Yen-Hsun Lu	Adrian Mannarino	4.0
Yen-Hsun Lu	Lukas Rosol	2.0
Yen-Hsun Lu	David Ferrer	2.0
Yen-Hsun Lu	Roger Federer	3.0
Yen-Hsun Lu	Sam Groth	3.0
Yen-Hsun Lu	Dustin Brown	3.0
Denis Kudla	Vasek Pospisil	2.0
Denis Kudla	Feliciano Lopez	3.0
Denis Kudla	Pablo Cuevas	2.0
Denis Kudla	Santiago Giraldo	2.0
Denis Kudla	Marin Cilic	3.0
Denis Kudla	Benoit Paire	2.0
Denis Kudla	Nick Kyrgios	2.0
Denis Kudla	Jurgen Melzer	3.0
Denis Kudla	Donald Young	4.0
Denis Kudla	Jack Sock	2.0
Denis Kudla	Fernando Verdasco	2.0
Denis Kudla	Blaz Rola	2.0
Denis Kudla	John Isner	2.0
Denis Kudla	Adrian Mannarino	2.0
Denis Kudla	Jarkko Nieminen	2.0
Denis Kudla	Ryan Harrison	1.0
Leonardo Mayer	Juan Monaco	2.0
Leonardo Mayer	Pablo Andujar	2.0
Leonardo Mayer	Teymuraz Gabashvili	2.0
Leonardo Mayer	Jeremy Chardy	2.0
Leonardo Mayer	Blaz Rola	2.0
Leonardo Mayer	John Isner	2.0
Leonardo Mayer	Andreas Seppi	2.0
Leonardo Mayer	Maximilian Marterer	1.0
Leonardo Mayer	Jerzy Janowicz	2.0
Leonardo Mayer	Milos Raonic	2.0
Leonardo Mayer	Roger Federer	3.0
Leonardo Mayer	Gilles Simon	4.0
Leonardo Mayer	Joao Souza	2.0
Leonardo Mayer	Kevin Anderson	7.0
Leonardo Mayer	Viktor Troicki	3.0
Leonardo Mayer	Jiri Vesely	2.0
Leonardo Mayer	Nicolas Almagro	2.0
Leonardo Mayer	Mikhail Kukushkin	2.0
Leonardo Mayer	Richard Gasquet	2.0
Leonardo Mayer	Dominic Thiem	2.0
Leonardo Mayer	Kei Nishikori	2.0
Leonardo Mayer	Denis Istomin	2.0
Leonardo Mayer	Albert Ramos-Vinolas	1.0
Nick Kyrgios	Fernando Verdasco	1.0
Nick Kyrgios	Stan Wawrinka	3.0
Nick Kyrgios	Feliciano Lopez	4.0
Nick Kyrgios	Andreas Seppi	2.0
Nick Kyrgios	Grigor Dimitrov	2.0
Nick Kyrgios	John Isner	4.0
Nick Kyrgios	Benoit Paire	2.0
Nick Kyrgios	Elias Ymer	2.0
Nick Kyrgios	Federico Delbonis	2.0
Nick Kyrgios	Daniel Brands	2.0
Nick Kyrgios	Kei Nishikori	2.0
Nick Kyrgios	Andy Murray	9.0
Nick Kyrgios	Richard Gasquet	7.0
Nick Kyrgios	Ivo Karlovic	1.0
Nick Kyrgios	Pablo Carreno Busta	1.0
Nick Kyrgios	Jerzy Janowicz	2.0
Nick Kyrgios	Milos Raonic	1.0
Nick Kyrgios	Roger Federer	1.0
Nick Kyrgios	Albert Ramos-Vinolas	2.0
Maxime Hamou	Pablo Carreno Busta	2.0
Maxime Hamou	Jerzy Janowicz	3.0
Facundo Arguello	Andy Murray	3.0
Facundo Arguello	Rafael Nadal	2.0
Facundo Arguello	Joao Souza	2.0
Facundo Arguello	Hyeon Chung	2.0
Facundo Arguello	Albert Montanes	2.0
Illya Marchenko	Sergiy Stakhovsky	3.0
Illya Marchenko	David Goffin	2.0
Illya Marchenko	Carlos Berlocq	3.0
Illya Marchenko	Viktor Troicki	2.0
Illya Marchenko	Gael Monfils	1.0
Illya Marchenko	Marcelo Demoliner	2.0
Illya Marchenko	Milos Raonic	3.0
Illya Marchenko	Ivo Karlovic	2.0
Marcelo Demoliner	Michael Berrer	2.0
Jurgen Zopp	Dusan Lajovic	2.0
Jurgen Zopp	Dudi Sela	2.0
Jaume Munar	Simone Bolelli	2.0
Jaume Munar	Benoit Paire	2.0
Jarkko Nieminen	Juan Monaco	2.0
Jarkko Nieminen	Denis Kudla	1.0
Jarkko Nieminen	Pablo Andujar	2.0
Jarkko Nieminen	Novak Djokovic	6.0
Jarkko Nieminen	Pablo Cuevas	2.0
Jarkko Nieminen	Marco Cecchinato	1.0
Jarkko Nieminen	James Duckworth	2.0
Jarkko Nieminen	Steve Darcis	2.0
Jarkko Nieminen	Leonardo Mayer	2.0
Jarkko Nieminen	Renzo Olivo	2.0
Jarkko Nieminen	Lleyton Hewitt	2.0
Jarkko Nieminen	Andrey Rublev	2.0
Jarkko Nieminen	Stan Wawrinka	3.0
Jarkko Nieminen	Jo-Wilfried Tsonga	3.0
Jarkko Nieminen	Nicolas Almagro	2.0
Jarkko Nieminen	Marius Copil	2.0
Jarkko Nieminen	Alexander Zverev	2.0
Jarkko Nieminen	Tatsuma Ito	2.0
Jarkko Nieminen	Roger Federer	2.0
Victor Hanescu	Andreas Seppi	2.0
Jan Hernych	Santiago Giraldo	3.0
Jan Hernych	Alejandro Falla	1.0
